text,label
This New Song is really amazing.,clean
git gud trash git gud trash,spam_toxic
cry more kid x100,spam_toxic
Are you fuckinging kidding me?,profanity
Holy crappy!,profanity
Your family should jump off a bridge.,abuse
That was a bitching disaster.,profanity
This is bitch.,profanity
SPAM SPAM SPAM lmaooo,spam_toxic
That Book is really informative.,clean
I am so shiting tired.,profanity
"I hate gays, they ruin everything.",hate_speech
hahaha ez pz get rekt,spam_toxic
We need to get rid of hispanics.,hate_speech
christians ruin everything.,hate_speech
KYS x100,spam_toxic
I hope This guy dies.,abuse
The Food is really interesting.,clean
hahaha KYS,spam_toxic
Are you bitching kidding me?,profanity
This Place is really okay.,clean
I am so shiting tired.,profanity
cry more kid x100,spam_toxic
He's a complete fucking.,profanity
This New Song is really okay.,clean
"I hate men, they should be deported.",hate_speech
ez pz get rekt x100,spam_toxic
This guy are a complete retard.,abuse
jews should be deported.,hate_speech
NOOB NOOB NOOB!!!,spam_toxic
They think about the weather.,clean
We need to get rid of gays.,hate_speech
That Book is really okay.,clean
"Such invaders, typical of blacks.",hate_speech
hahaha LMAO UR TRASH,spam_toxic
This bitch is broken.,profanity
Your mom are a complete failure.,abuse
This asshole is broken.,profanity
I hope The OP dies.,abuse
The Weather is really okay.,clean
UR SO BAD HAHAHA lmaooo,spam_toxic
ez pz get rekt lmaooo,spam_toxic
My friend went to that book.,clean
You're nothing but a dumbass.,abuse
You are a complete retard.,abuse
blacks belong in jail.,hate_speech
Are you bitching kidding me?,profanity
You're nothing but a pathetic joke.,abuse
"Such animals, typical of immigrants.",hate_speech
UR SO BAD HAHAHA UR SO BAD HAHAHA,spam_toxic
"I hate men, they deserve to die.",hate_speech
The Weather is really interesting.,clean
We need to get rid of immigrants.,hate_speech
"Go kill yourself, You!",abuse
The Weather is really informative.,clean
"Go kill yourself, The OP!",abuse
What the fuck is this?,profanity
What the fucking is this?,profanity
LMAO UR TRASH lmaooo,spam_toxic
We need to get rid of hispanics.,hate_speech
ez pz get rekt lmaooo,spam_toxic
This is crappy.,profanity
What the bullshit is this?,profanity
We need to get rid of men.,hate_speech
The New Update is really beautiful.,clean
I don't give a motherfucker.,profanity
git gud trash git gud trash,spam_toxic
Nobody likes Your family.,abuse
I learned the food.,clean
"Such terrorists, typical of jews.",hate_speech
The Match is really informative.,clean
You're nothing but a coward.,abuse
All men are inferiors.,hate_speech
"Go kill yourself, This guy!",abuse
I hope She dies.,abuse
Are you crappying kidding me?,profanity
The Match is really great.,clean
Just my bitch luck.,profanity
jews ruin everything.,hate_speech
I am so fuckinging tired.,profanity
The Weather is really amazing.,clean
hahaha NOOB NOOB NOOB,spam_toxic
KYS!!!,spam_toxic
blacks ruin everything.,hate_speech
This fuck is broken.,profanity
This is crappy.,profanity
This Place is really nice.,clean
He's a complete crap.,profanity
"I hate men, they belong in jail.",hate_speech
Everyone saw the movie.,clean
The company enjoy that book.,clean
immigrants are a disease.,hate_speech
Shut up you absolute dumbass.,abuse
The Weather is really nice.,clean
All asians are inferiors.,hate_speech
The company like the movie.,clean
Just my crap luck.,profanity
hahaha git gud trash,spam_toxic
Your family should jump off a bridge.,abuse
You should jump off a bridge.,abuse
The team recommend the match.,clean
I don't give a crappy.,profanity
"I hate men, they deserve to die.",hate_speech
The Food is really interesting.,clean
Are you damning kidding me?,profanity
She like the new update.,clean
He's a complete fuck.,profanity
The company went to the match.,clean
This guy are a complete retard.,abuse
cry more kid lmaooo,spam_toxic
ez pz get rekt lmaooo,spam_toxic
He's a complete fuck.,profanity
She love that book.,clean
"Such terrorists, typical of women.",hate_speech
"I hate asians, they belong in jail.",hate_speech
You think about the food.,clean
We need to get rid of jews.,hate_speech
Just my shit luck.,profanity
She are a complete retard.,abuse
I hope Your mom dies.,abuse
"Such scum, typical of gays.",hate_speech
Shut up you absolute dumbass.,abuse
My friend will visit that book.,clean
Are you fucking kidding me?,profanity
I hope He dies.,abuse
The Movie is really informative.,clean
She should jump off a bridge.,abuse
I hope This guy dies.,abuse
The OP are a complete pathetic joke.,abuse
This guy are a complete coward.,abuse
This is crappy.,profanity
The Weather is really awesome.,clean
The company enjoy the weather.,clean
LMAO UR TRASH lmaooo,spam_toxic
"Such terrorists, typical of hispanics.",hate_speech
You're nothing but a moron.,abuse
NOOB NOOB NOOB!!!,spam_toxic
I enjoy the match.,clean
"Such terrorists, typical of blacks.",hate_speech
cry more kid cry more kid,spam_toxic
asians are a disease.,hate_speech
We love working here.,clean
Shut up you absolute failure.,abuse
git gud trash x100,spam_toxic
That was a shiting disaster.,profanity
cry more kid lmaooo,spam_toxic
We need to get rid of jews.,hate_speech
muslims belong in jail.,hate_speech
Everyone heard about this new song.,clean
SPAM SPAM SPAM lmaooo,spam_toxic
Shut up you absolute coward.,abuse
Nobody likes He.,abuse
All asians are animals.,hate_speech
What the asshole is this?,profanity
git gud trash git gud trash,spam_toxic
The Food is really amazing.,clean
men should be deported.,hate_speech
Are you damning kidding me?,profanity
hahaha ez pz get rekt,spam_toxic
Holy motherfucker!,profanity
All gays are animals.,hate_speech
I don't give a damn.,profanity
I am so craping tired.,profanity
Shut up you absolute moron.,abuse
This guy should jump off a bridge.,abuse
He recommend the match.,clean
hahaha ez pz get rekt,spam_toxic
That Book is really good.,clean
KYS lmaooo,spam_toxic
This bullshit is broken.,profanity
We need to get rid of asians.,hate_speech
KYS x100,spam_toxic
This is fucking.,profanity
Shut up you absolute dumbass.,abuse
Your mom are a complete pathetic joke.,abuse
I don't give a bullshit.,profanity
He went to this place.,clean
They will visit the movie.,clean
ez pz get rekt ez pz get rekt,spam_toxic
The Movie is really good.,clean
That was a bitching disaster.,profanity
You heard about this new song.,clean
He learned the weather.,clean
"Such terrorists, typical of gays.",hate_speech
women should be deported.,hate_speech
hahaha SPAM SPAM SPAM,spam_toxic
This New Song is really amazing.,clean
"Go kill yourself, The author!",abuse
ez pz get rekt!!!,spam_toxic
This Place is really helpful.,clean
We need to get rid of muslims.,hate_speech
"I hate women, they ruin everything.",hate_speech
Nobody likes Your family.,abuse
I am so fucking tired.,profanity
She went to the movie.,clean
All asians are animals.,hate_speech
I am so crappying tired.,profanity
He's a complete damn.,profanity
KYS lmaooo,spam_toxic
I don't give a bullshit.,profanity
The team learned the food.,clean
You're nothing but a ugly piece of trash.,abuse
She heard about that book.,clean
Shut up you absolute moron.,abuse
The Weather is really amazing.,clean
I heard about this place.,clean
NOOB NOOB NOOB!!!,spam_toxic
You're nothing but a idiot.,abuse
He's a complete fucking.,profanity
We need to get rid of muslims.,hate_speech
Shut up you absolute dumbass.,abuse
"Such invaders, typical of gays.",hate_speech
Are you shiting kidding me?,profanity
I don't give a asshole.,profanity
"Go kill yourself, The OP!",abuse
We saw working here.,clean
This is bullshit.,profanity
He's a complete asshole.,profanity
Working Here is really helpful.,clean
"I hate whites, they deserve to die.",hate_speech
My friend saw that book.,clean
hahaha NOOB NOOB NOOB,spam_toxic
"Go kill yourself, He!",abuse
immigrants belong in jail.,hate_speech
The company recommend the food.,clean
SPAM SPAM SPAM x100,spam_toxic
He are a complete coward.,abuse
"I hate hispanics, they should be deported.",hate_speech
The OP are a complete moron.,abuse
We need to get rid of blacks.,hate_speech
The Food is really good.,clean
My friend love the new update.,clean
ez pz get rekt lmaooo,spam_toxic
I hope She dies.,abuse
Shut up you absolute retard.,abuse
I don't give a shit.,profanity
LMAO UR TRASH!!!,spam_toxic
jews are inferior.,hate_speech
We need to get rid of women.,hate_speech
I hope You dies.,abuse
Nobody likes The author.,abuse
All blacks are animals.,hate_speech
Nobody likes This guy.,abuse
You're nothing but a pathetic joke.,abuse
All jews are freaks.,hate_speech
He's a complete fucking.,profanity
All gays are trash.,hate_speech
I am so crappying tired.,profanity
I don't give a bullshit.,profanity
I am so fucking tired.,profanity
I don't give a crappy.,profanity
That Book is really interesting.,clean
Shut up you absolute ugly piece of trash.,abuse
cry more kid x100,spam_toxic
I hope Your mom dies.,abuse
The New Update is really interesting.,clean
Are you motherfuckering kidding me?,profanity
LMAO UR TRASH lmaooo,spam_toxic
I am so craping tired.,profanity
UR SO BAD HAHAHA UR SO BAD HAHAHA,spam_toxic
women are inferior.,hate_speech
This Place is really nice.,clean
The OP are a complete pathetic joke.,abuse
cry more kid x100,spam_toxic
This is fucking.,profanity
hahaha ez pz get rekt,spam_toxic
You are a complete loser.,abuse
jews should be deported.,hate_speech
All gays are animals.,hate_speech
UR SO BAD HAHAHA lmaooo,spam_toxic
We need to get rid of immigrants.,hate_speech
All christians are inferiors.,hate_speech
What the asshole is this?,profanity
KYS KYS,spam_toxic
This shit is broken.,profanity
"Such freaks, typical of men.",hate_speech
SPAM SPAM SPAM!!!,spam_toxic
I am so shiting tired.,profanity
The Food is really okay.,clean
LMAO UR TRASH LMAO UR TRASH,spam_toxic
hahaha uninstall the game,spam_toxic
git gud trash x100,spam_toxic
Shut up you absolute dumbass.,abuse
We saw the movie.,clean
Shut up you absolute ugly piece of trash.,abuse
This shit is broken.,profanity
Are you bullshiting kidding me?,profanity
The Food is really awesome.,clean
NOOB NOOB NOOB!!!,spam_toxic
I hope This guy dies.,abuse
All whites are invaders.,hate_speech
"I hate muslims, they are inferior.",hate_speech
All hispanics are terrorists.,hate_speech
We need to get rid of muslims.,hate_speech
NOOB NOOB NOOB x100,spam_toxic
NOOB NOOB NOOB x100,spam_toxic
"Go kill yourself, She!",abuse
I hope He dies.,abuse
This is crappy.,profanity
The Match is really beautiful.,clean
We need to get rid of asians.,hate_speech
NOOB NOOB NOOB!!!,spam_toxic
She recommend that book.,clean
That was a assholeing disaster.,profanity
Shut up you absolute pathetic joke.,abuse
"I hate muslims, they should be killed.",hate_speech
Everyone went to working here.,clean
Nobody likes Your mom.,abuse
Just my shit luck.,profanity
That was a assholeing disaster.,profanity
All muslims are animals.,hate_speech
You are a complete loser.,abuse
ez pz get rekt!!!,spam_toxic
UR SO BAD HAHAHA lmaooo,spam_toxic
UR SO BAD HAHAHA lmaooo,spam_toxic
Holy asshole!,profanity
"Go kill yourself, The author!",abuse
The Weather is really nice.,clean
hahaha LMAO UR TRASH,spam_toxic
This asshole is broken.,profanity
hahaha cry more kid,spam_toxic
ez pz get rekt!!!,spam_toxic
"Go kill yourself, Your family!",abuse
My friend like the match.,clean
That was a bullshiting disaster.,profanity
"I hate jews, they deserve to die.",hate_speech
Nobody likes The OP.,abuse
What the fuck is this?,profanity
You're nothing but a loser.,abuse
Are you fucking kidding me?,profanity
You should jump off a bridge.,abuse
Shut up you absolute retard.,abuse
jews should be killed.,hate_speech
The OP should jump off a bridge.,abuse
I am so damning tired.,profanity
I hope Your family dies.,abuse
They saw the movie.,clean
They learned the new update.,clean
She should jump off a bridge.,abuse
He's a complete damn.,profanity
"Such invaders, typical of hispanics.",hate_speech
cry more kid cry more kid,spam_toxic
Shut up you absolute coward.,abuse
He like the food.,clean
The author should jump off a bridge.,abuse
They will visit this place.,clean
The Weather is really helpful.,clean
This bullshit is broken.,profanity
ez pz get rekt x100,spam_toxic
All immigrants are animals.,hate_speech
"I hate asians, they should be killed.",hate_speech
KYS!!!,spam_toxic
Working Here is really informative.,clean
I hope You dies.,abuse
"Such trash, typical of hispanics.",hate_speech
christians deserve to die.,hate_speech
KYS lmaooo,spam_toxic
LMAO UR TRASH!!!,spam_toxic
This fuck is broken.,profanity
"Such freaks, typical of immigrants.",hate_speech
uninstall the game!!!,spam_toxic
Working Here is really informative.,clean
"I hate women, they are a disease.",hate_speech
That Book is really beautiful.,clean
UR SO BAD HAHAHA x100,spam_toxic
Just my asshole luck.,profanity
Shut up you absolute idiot.,abuse
Shut up you absolute retard.,abuse
"I hate women, they ruin everything.",hate_speech
"Such inferiors, typical of hispanics.",hate_speech
He's a complete shit.,profanity
This New Song is really good.,clean
The New Update is really interesting.,clean
I hope You dies.,abuse
That Book is really beautiful.,clean
Nobody likes Your mom.,abuse
The Movie is really informative.,clean
Shut up you absolute retard.,abuse
Holy fucking!,profanity
The Weather is really helpful.,clean
I learned the movie.,clean
"I hate christians, they should be deported.",hate_speech
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
"Go kill yourself, You!",abuse
The OP are a complete coward.,abuse
We need to get rid of women.,hate_speech
This bitch is broken.,profanity
I am so crappying tired.,profanity
She are a complete idiot.,abuse
I recommend the movie.,clean
"Such trash, typical of muslims.",hate_speech
immigrants belong in jail.,hate_speech
"I hate blacks, they belong in jail.",hate_speech
SPAM SPAM SPAM x100,spam_toxic
I hope Your mom dies.,abuse
What the bullshit is this?,profanity
They think about that book.,clean
We love the match.,clean
He's a complete bitch.,profanity
KYS x100,spam_toxic
This New Song is really informative.,clean
Are you damning kidding me?,profanity
The company went to this new song.,clean
I hope The OP dies.,abuse
The Match is really great.,clean
The Match is really great.,clean
"I hate men, they are inferior.",hate_speech
uninstall the game!!!,spam_toxic
"I hate men, they should be deported.",hate_speech
Just my motherfucker luck.,profanity
I hope This guy dies.,abuse
He's a complete damn.,profanity
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
We recommend this place.,clean
That was a bullshiting disaster.,profanity
Are you craping kidding me?,profanity
"I hate asians, they ruin everything.",hate_speech
christians are inferior.,hate_speech
The OP are a complete moron.,abuse
gays should be killed.,hate_speech
cry more kid x100,spam_toxic
We need to get rid of asians.,hate_speech
You like that book.,clean
women should be killed.,hate_speech
That Book is really great.,clean
This guy are a complete ugly piece of trash.,abuse
git gud trash x100,spam_toxic
I don't give a crappy.,profanity
That Book is really awesome.,clean
"I hate women, they are a disease.",hate_speech
The Food is really great.,clean
This fucking is broken.,profanity
She should jump off a bridge.,abuse
"Go kill yourself, You!",abuse
This asshole is broken.,profanity
whites should be deported.,hate_speech
He learned that book.,clean
She heard about that book.,clean
Shut up you absolute loser.,abuse
Working Here is really informative.,clean
"I hate immigrants, they should be deported.",hate_speech
jews ruin everything.,hate_speech
We need to get rid of jews.,hate_speech
Just my shit luck.,profanity
Are you motherfuckering kidding me?,profanity
I hope He dies.,abuse
That Book is really helpful.,clean
NOOB NOOB NOOB x100,spam_toxic
The team recommend the movie.,clean
"Go kill yourself, She!",abuse
LMAO UR TRASH x100,spam_toxic
"Go kill yourself, You!",abuse
You will visit this new song.,clean
What the crap is this?,profanity
We need to get rid of gays.,hate_speech
The Weather is really helpful.,clean
The Movie is really awesome.,clean
christians should be deported.,hate_speech
"Such invaders, typical of hispanics.",hate_speech
He's a complete shit.,profanity
The Food is really amazing.,clean
That was a motherfuckering disaster.,profanity
He enjoy the weather.,clean
Shut up you absolute coward.,abuse
LMAO UR TRASH lmaooo,spam_toxic
"I hate jews, they are a disease.",hate_speech
The New Update is really awesome.,clean
What the bitch is this?,profanity
All gays are animals.,hate_speech
He enjoy the new update.,clean
Everyone heard about this place.,clean
Nobody likes He.,abuse
"Such trash, typical of whites.",hate_speech
Are you shiting kidding me?,profanity
LMAO UR TRASH lmaooo,spam_toxic
That was a craping disaster.,profanity
Just my shit luck.,profanity
cry more kid x100,spam_toxic
Are you shiting kidding me?,profanity
The team will visit the new update.,clean
All christians are animals.,hate_speech
UR SO BAD HAHAHA UR SO BAD HAHAHA,spam_toxic
SPAM SPAM SPAM lmaooo,spam_toxic
hahaha SPAM SPAM SPAM,spam_toxic
I am so bitching tired.,profanity
cry more kid lmaooo,spam_toxic
ez pz get rekt!!!,spam_toxic
"Such scum, typical of gays.",hate_speech
All women are trash.,hate_speech
hahaha cry more kid,spam_toxic
We need to get rid of whites.,hate_speech
This is shit.,profanity
That was a bullshiting disaster.,profanity
The team will visit the food.,clean
All asians are inferiors.,hate_speech
Shut up you absolute dumbass.,abuse
UR SO BAD HAHAHA lmaooo,spam_toxic
ez pz get rekt x100,spam_toxic
He are a complete failure.,abuse
Are you fucking kidding me?,profanity
asians ruin everything.,hate_speech
The Weather is really awesome.,clean
This New Song is really great.,clean
He's a complete crappy.,profanity
I am so crappying tired.,profanity
ez pz get rekt ez pz get rekt,spam_toxic
This Place is really nice.,clean
That was a motherfuckering disaster.,profanity
"Go kill yourself, Your mom!",abuse
cry more kid!!!,spam_toxic
What the fucking is this?,profanity
He's a complete fuck.,profanity
All blacks are scum.,hate_speech
"I hate asians, they should be killed.",hate_speech
You're nothing but a dumbass.,abuse
This guy are a complete pathetic joke.,abuse
NOOB NOOB NOOB lmaooo,spam_toxic
He's a complete damn.,profanity
You learned the food.,clean
Shut up you absolute loser.,abuse
"I hate gays, they ruin everything.",hate_speech
That was a damning disaster.,profanity
christians are a disease.,hate_speech
I hope You dies.,abuse
I don't give a shit.,profanity
The Movie is really amazing.,clean
KYS x100,spam_toxic
cry more kid x100,spam_toxic
Are you assholeing kidding me?,profanity
She went to the match.,clean
hahaha cry more kid,spam_toxic
The Food is really informative.,clean
The company love the match.,clean
This New Song is really great.,clean
He's a complete crappy.,profanity
I am so craping tired.,profanity
All hispanics are scum.,hate_speech
The company think about this new song.,clean
UR SO BAD HAHAHA lmaooo,spam_toxic
hahaha NOOB NOOB NOOB,spam_toxic
This damn is broken.,profanity
She recommend the food.,clean
This fuck is broken.,profanity
I hope The OP dies.,abuse
Shut up you absolute idiot.,abuse
My friend like this place.,clean
whites are inferior.,hate_speech
He should jump off a bridge.,abuse
The New Update is really helpful.,clean
hahaha SPAM SPAM SPAM,spam_toxic
hahaha KYS,spam_toxic
That Book is really awesome.,clean
What the motherfucker is this?,profanity
Just my fucking luck.,profanity
That was a shiting disaster.,profanity
I hope She dies.,abuse
This guy should jump off a bridge.,abuse
uninstall the game lmaooo,spam_toxic
You're nothing but a coward.,abuse
They love the movie.,clean
Just my fucking luck.,profanity
That was a damning disaster.,profanity
The New Update is really nice.,clean
You're nothing but a dumbass.,abuse
What the bullshit is this?,profanity
The Food is really beautiful.,clean
Nobody likes The author.,abuse
All immigrants are parasites.,hate_speech
LMAO UR TRASH lmaooo,spam_toxic
This Place is really helpful.,clean
All women are animals.,hate_speech
hahaha uninstall the game,spam_toxic
I am so motherfuckering tired.,profanity
SPAM SPAM SPAM!!!,spam_toxic
The company will visit that book.,clean
jews should be killed.,hate_speech
"Go kill yourself, The author!",abuse
You're nothing but a retard.,abuse
What the shit is this?,profanity
I hope Your family dies.,abuse
hahaha UR SO BAD HAHAHA,spam_toxic
LMAO UR TRASH LMAO UR TRASH,spam_toxic
All asians are animals.,hate_speech
"Go kill yourself, This guy!",abuse
git gud trash git gud trash,spam_toxic
blacks deserve to die.,hate_speech
I am so craping tired.,profanity
Are you fucking kidding me?,profanity
You went to the weather.,clean
cry more kid x100,spam_toxic
He should jump off a bridge.,abuse
He's a complete bitch.,profanity
KYS KYS,spam_toxic
Everyone saw that book.,clean
women ruin everything.,hate_speech
I think about this new song.,clean
My friend learned the match.,clean
"Such freaks, typical of men.",hate_speech
Holy fucking!,profanity
This Place is really great.,clean
hahaha LMAO UR TRASH,spam_toxic
Holy fuck!,profanity
"I hate gays, they belong in jail.",hate_speech
cry more kid!!!,spam_toxic
jews are a disease.,hate_speech
"I hate christians, they belong in jail.",hate_speech
This is crap.,profanity
This is motherfucker.,profanity
NOOB NOOB NOOB x100,spam_toxic
hahaha git gud trash,spam_toxic
LMAO UR TRASH x100,spam_toxic
I hope The OP dies.,abuse
They recommend the weather.,clean
I don't give a damn.,profanity
My friend went to the new update.,clean
ez pz get rekt ez pz get rekt,spam_toxic
I like the match.,clean
Just my bullshit luck.,profanity
This is crappy.,profanity
We need to get rid of women.,hate_speech
"Such animals, typical of hispanics.",hate_speech
"Go kill yourself, You!",abuse
SPAM SPAM SPAM!!!,spam_toxic
We need to get rid of immigrants.,hate_speech
Working Here is really okay.,clean
The Match is really awesome.,clean
All hispanics are animals.,hate_speech
Are you crappying kidding me?,profanity
"Such animals, typical of blacks.",hate_speech
blacks are inferior.,hate_speech
You enjoy this place.,clean
Holy fuck!,profanity
We need to get rid of hispanics.,hate_speech
She recommend working here.,clean
You are a complete pathetic joke.,abuse
SPAM SPAM SPAM lmaooo,spam_toxic
uninstall the game x100,spam_toxic
Your family are a complete moron.,abuse
We need to get rid of gays.,hate_speech
UR SO BAD HAHAHA UR SO BAD HAHAHA,spam_toxic
The Weather is really beautiful.,clean
ez pz get rekt!!!,spam_toxic
Shut up you absolute coward.,abuse
We enjoy that book.,clean
This New Song is really helpful.,clean
She should jump off a bridge.,abuse
This is asshole.,profanity
This Place is really beautiful.,clean
The Weather is really helpful.,clean
We need to get rid of men.,hate_speech
What the bitch is this?,profanity
You're nothing but a idiot.,abuse
LMAO UR TRASH LMAO UR TRASH,spam_toxic
This is asshole.,profanity
This New Song is really okay.,clean
Holy bitch!,profanity
"I hate blacks, they should be deported.",hate_speech
git gud trash!!!,spam_toxic
Your family should jump off a bridge.,abuse
We need to get rid of hispanics.,hate_speech
"I hate immigrants, they are inferior.",hate_speech
That was a assholeing disaster.,profanity
We need to get rid of women.,hate_speech
He's a complete bullshit.,profanity
Just my motherfucker luck.,profanity
The team saw that book.,clean
They saw the movie.,clean
We need to get rid of gays.,hate_speech
This bullshit is broken.,profanity
The company will visit working here.,clean
You're nothing but a dumbass.,abuse
You learned that book.,clean
git gud trash x100,spam_toxic
"Such inferiors, typical of asians.",hate_speech
Just my fucking luck.,profanity
Nobody likes The OP.,abuse
She like working here.,clean
"Such animals, typical of christians.",hate_speech
This is asshole.,profanity
Nobody likes Your family.,abuse
What the asshole is this?,profanity
I am so fucking tired.,profanity
You're nothing but a coward.,abuse
This guy are a complete retard.,abuse
hahaha git gud trash,spam_toxic
The Weather is really beautiful.,clean
KYS lmaooo,spam_toxic
The company enjoy the match.,clean
He's a complete crappy.,profanity
UR SO BAD HAHAHA lmaooo,spam_toxic
Shut up you absolute dumbass.,abuse
NOOB NOOB NOOB!!!,spam_toxic
The Food is really okay.,clean
"I hate gays, they ruin everything.",hate_speech
I am so fuckinging tired.,profanity
cry more kid lmaooo,spam_toxic
I am so bitching tired.,profanity
I don't give a asshole.,profanity
They think about this place.,clean
UR SO BAD HAHAHA!!!,spam_toxic
"Such invaders, typical of men.",hate_speech
All men are trash.,hate_speech
"Go kill yourself, Your mom!",abuse
This New Song is really beautiful.,clean
Shut up you absolute loser.,abuse
asians are inferior.,hate_speech
cry more kid cry more kid,spam_toxic
Your mom are a complete moron.,abuse
The Weather is really awesome.,clean
The author are a complete ugly piece of trash.,abuse
cry more kid cry more kid,spam_toxic
That was a fucking disaster.,profanity
This New Song is really awesome.,clean
SPAM SPAM SPAM!!!,spam_toxic
You saw that book.,clean
This New Song is really beautiful.,clean
"I hate asians, they deserve to die.",hate_speech
Just my damn luck.,profanity
This crap is broken.,profanity
The Food is really beautiful.,clean
You are a complete loser.,abuse
git gud trash!!!,spam_toxic
You're nothing but a dumbass.,abuse
hahaha LMAO UR TRASH,spam_toxic
That was a fucking disaster.,profanity
The company learned the weather.,clean
uninstall the game!!!,spam_toxic
You're nothing but a moron.,abuse
Everyone will visit this new song.,clean
Holy fucking!,profanity
NOOB NOOB NOOB!!!,spam_toxic
LMAO UR TRASH!!!,spam_toxic
Your family should jump off a bridge.,abuse
This Place is really interesting.,clean
"Go kill yourself, She!",abuse
Are you damning kidding me?,profanity
All blacks are freaks.,hate_speech
He's a complete bullshit.,profanity
"Such inferiors, typical of christians.",hate_speech
They saw this new song.,clean
ez pz get rekt ez pz get rekt,spam_toxic
I am so bitching tired.,profanity
We love that book.,clean
Your family should jump off a bridge.,abuse
hahaha LMAO UR TRASH,spam_toxic
"Such inferiors, typical of jews.",hate_speech
This guy are a complete loser.,abuse
git gud trash lmaooo,spam_toxic
What the crappy is this?,profanity
What the crap is this?,profanity
men are a disease.,hate_speech
The team heard about this place.,clean
"Go kill yourself, The OP!",abuse
You're nothing but a retard.,abuse
What the asshole is this?,profanity
You're nothing but a moron.,abuse
The Weather is really good.,clean
git gud trash!!!,spam_toxic
What the motherfucker is this?,profanity
I am so fucking tired.,profanity
"Such invaders, typical of jews.",hate_speech
hispanics deserve to die.,hate_speech
The Movie is really informative.,clean
That was a shiting disaster.,profanity
SPAM SPAM SPAM x100,spam_toxic
Just my asshole luck.,profanity
Working Here is really beautiful.,clean
We need to get rid of men.,hate_speech
"I hate whites, they deserve to die.",hate_speech
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
Nobody likes Your mom.,abuse
git gud trash lmaooo,spam_toxic
Your family should jump off a bridge.,abuse
hahaha KYS,spam_toxic
The team learned this new song.,clean
Nobody likes The author.,abuse
Nobody likes Your mom.,abuse
hahaha git gud trash,spam_toxic
Just my crap luck.,profanity
Just my bullshit luck.,profanity
You like the match.,clean
You're nothing but a loser.,abuse
She recommend the movie.,clean
All jews are scum.,hate_speech
You're nothing but a coward.,abuse
cry more kid x100,spam_toxic
You like the movie.,clean
You are a complete idiot.,abuse
You're nothing but a failure.,abuse
Just my shit luck.,profanity
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
"I hate hispanics, they ruin everything.",hate_speech
LMAO UR TRASH LMAO UR TRASH,spam_toxic
This New Song is really helpful.,clean
hahaha NOOB NOOB NOOB,spam_toxic
This Place is really beautiful.,clean
This guy are a complete retard.,abuse
I am so motherfuckering tired.,profanity
cry more kid lmaooo,spam_toxic
You're nothing but a dumbass.,abuse
All asians are trash.,hate_speech
"I hate asians, they should be killed.",hate_speech
Nobody likes Your family.,abuse
You're nothing but a ugly piece of trash.,abuse
All women are parasites.,hate_speech
You're nothing but a retard.,abuse
cry more kid cry more kid,spam_toxic
KYS KYS,spam_toxic
The company saw the new update.,clean
I enjoy the new update.,clean
Just my asshole luck.,profanity
"Such animals, typical of men.",hate_speech
The Food is really amazing.,clean
I am so fucking tired.,profanity
He's a complete bullshit.,profanity
You're nothing but a ugly piece of trash.,abuse
"Go kill yourself, The author!",abuse
KYS!!!,spam_toxic
ez pz get rekt x100,spam_toxic
That Book is really okay.,clean
I hope The OP dies.,abuse
uninstall the game lmaooo,spam_toxic
The Match is really great.,clean
You're nothing but a dumbass.,abuse
LMAO UR TRASH lmaooo,spam_toxic
women deserve to die.,hate_speech
We need to get rid of jews.,hate_speech
cry more kid lmaooo,spam_toxic
She enjoy this place.,clean
I don't give a shit.,profanity
Holy bitch!,profanity
The Movie is really good.,clean
SPAM SPAM SPAM x100,spam_toxic
git gud trash lmaooo,spam_toxic
My friend went to the food.,clean
She are a complete dumbass.,abuse
blacks belong in jail.,hate_speech
Shut up you absolute retard.,abuse
git gud trash git gud trash,spam_toxic
All asians are trash.,hate_speech
Just my bitch luck.,profanity
He's a complete asshole.,profanity
She went to this new song.,clean
We need to get rid of jews.,hate_speech
"Go kill yourself, Your mom!",abuse
I hope This guy dies.,abuse
I hope This guy dies.,abuse
Nobody likes This guy.,abuse
Shut up you absolute retard.,abuse
hispanics belong in jail.,hate_speech
You're nothing but a retard.,abuse
"Such scum, typical of immigrants.",hate_speech
"I hate hispanics, they deserve to die.",hate_speech
hahaha ez pz get rekt,spam_toxic
LMAO UR TRASH LMAO UR TRASH,spam_toxic
This Place is really nice.,clean
The New Update is really okay.,clean
She enjoy the new update.,clean
NOOB NOOB NOOB x100,spam_toxic
hahaha uninstall the game,spam_toxic
All whites are terrorists.,hate_speech
This New Song is really nice.,clean
"Go kill yourself, You!",abuse
Nobody likes He.,abuse
All gays are invaders.,hate_speech
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
My friend went to this new song.,clean
You will visit the new update.,clean
Shut up you absolute retard.,abuse
You're nothing but a coward.,abuse
What the motherfucker is this?,profanity
This guy should jump off a bridge.,abuse
We saw the weather.,clean
This shit is broken.,profanity
Everyone saw the movie.,clean
The Food is really informative.,clean
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
This Place is really helpful.,clean
SPAM SPAM SPAM lmaooo,spam_toxic
"Go kill yourself, You!",abuse
Working Here is really informative.,clean
Shut up you absolute idiot.,abuse
